Course #,Course Title,Course Path,Direct Link
1508080,M/J Wellness Education Grade 8,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Physical Education > SubSubject: General >,Click Here
1020870,Ancient Literature Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: Literature >,Click Here
1005320,British Literature,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: Literature >,Click Here
200305,Computer Science Discoveries,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200000,M/J Computer Science Discoveries,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200010,M/J Computer Science Discoveries 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200020,M/J Computer Science Discoveries 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 6 to 8 Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
200315,Computer Science Principles,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Computer Education > SubSubject: General >,Click Here
1005913,International Baccalaureate German Literature Self-Taught 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: IB Literature (Self-Taught) >,Click Here
1005914,International Baccalaureate German Literature Self-Taught 4,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: IB Literature (Self-Taught) >,Click Here
1005915,International Baccalaureate German Literature Self-Taught 5,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: IB Literature (Self-Taught) >,Click Here
1005916,International Baccalaureate German Literature Self-Taught 6,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: IB Literature (Self-Taught) >,Click Here
1005923,International Baccalaureate Gujarati Literature Self-Taught 3,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: IB Literature (Self-Taught) >,Click Here
1005924,International Baccalaureate Gujarati Literature Self-Taught 4,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: IB Literature (Self-Taught) >,Click Here
1005925,International Baccalaureate Gujarati Literature Self-Taught 5,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: IB Literature (Self-Taught) >,Click Here
1005926,International Baccalaureate Gujarati Literature Self-Taught 6,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: English/Language Arts > SubSubject: IB Literature (Self-Taught) >,Click Here
2102320,Economics Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102321,AICE Economics 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102322,AICE Economics 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102323,Pre-AICE Economics IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102324,AICE Business 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102325,AICE Business 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102360,Advanced Placement Microeconomics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102370,Advanced Placement Macroeconomics,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102380,The American Economic Experience: Scarcity and Choice,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102390,The American Economic Experience: Scarcity and Choice Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102400,Pre-AICE - Travel & Tourism IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2100320,United States History Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100330,Advanced Placement United States History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100340,African-American History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100350,Florida History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100360,Latin American History,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100370,Eastern and Western Heritage,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: World and Eastern Hemispheric Histories >,Click Here
2100380,Visions and Their Pursuits:An American Tradition-U.S.History to 1920,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100390,Visions and Countervisions: Europe; the U.S. and the World from 1848,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100400,The History of The Vietnam War,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100470,Visions & Their Pursuits:An AmerTrad-U.S. Hist to 1920 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100480,Visions and Countervisions: Europe; U.S. and the World from 1848 Honors,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100490,AICE International History 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: World and Eastern Hemispheric Histories >,Click Here
2100500,AICE United States History 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2100800,International Baccalaureate History of the Americas,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: American and Western Hemispheric Histories >,Click Here
2102410,AICE Travel & Tourism 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102420,AICE Travel & Tourism 2 A Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102800,Florida’s Preinternational Baccalaureate Comparative Economics With Financial Literacy,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102810,International Baccalaureate Economics 1,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2102820,International Baccalaureate Economics 2,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Economics >,Click Here
2103300,World Cultural Geography,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103400,Advanced Placement Human Geography,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103410,AICE Geography 1 AS Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103420,Pre-AICE Geography IGCSE Level,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2103800,International Baccalaureate World Geography,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Geography >,Click Here
2104300,Introduction to the Social Sciences,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2104320,Global Studies,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2104330,Voluntary School/Community Service,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
2104340,Women's Studies,Section: Grades PreK to 12 Education Courses > Grade Group: Grades 9 to 12 and Adult Education Courses > Subject: Social Studies > SubSubject: Interdisciplinary and Applied Social Studies >,Click Here
